Sale Price,No of Bedrooms,No of Bathrooms,No of Floors,Flat Area (in Sqft),Basement Area (in Sqft),Built Year,Renovation Year,Age of House (in Years),Years Since Renovation,Ever Renovated,Sale Price Bin
487177,4,2.5,2.0,5162,1430,1978,0,45,0,No,475K
504937,5,3.0,2.5,5215,1467,1985,0,38,0,No,500K
522697,2,1.0,1.0,5268,1504,1992,0,31,0,No,525K
540457,3,1.5,1.5,5321,1541,1999,1992,24,31,Yes,550K
558217,4,2.0,2.0,5374,1578,2006,0,17,0,No,550K
575977,5,2.25,2.5,5427,1615,2013,0,10,0,No,575K
593737,2,2.5,1.0,5480,1652,1907,0,116,0,No,600K
611497,3,3.0,1.5,933,1689,1914,0,109,0,No,600K
629257,4,1.0,2.0,986,1726,1921,0,102,0,No,625K
647017,5,1.5,2.5,1039,1763,1928,0,95,0,No,625K
664777,2,2.0,1.0,1092,1800,1935,1999,88,24,Yes,625K
682537,3,2.25,1.5,1145,1837,1942,0,81,0,No,625K
700297,4,2.5,2.0,1198,1874,1949,0,74,0,No,625K
718057,5,3.0,2.5,1251,1911,1956,0,67,0,No,625K
735817,2,1.0,1.0,1304,1948,1963,0,60,0,No,625K
273097,3,1.5,1.5,1357,1985,1970,0,53,0,No,275K
290857,4,2.0,2.0,1410,2022,1977,0,46,0,No,300K
308617,5,2.25,2.5,1463,2059,1984,2006,39,17,Yes,300K
326377,2,2.5,1.0,1516,2096,1991,0,32,0,No,325K
344137,3,3.0,1.5,1569,2133,1998,0,25,0,No,350K
361897,4,1.0,2.0,1622,2170,2005,0,18,0,No,350K
379657,5,1.5,2.5,1675,2207,2012,0,11,0,No,375K
397417,2,2.0,1.0,1728,2244,1906,0,117,0,No,400K
415177,3,2.25,1.5,1781,2281,1913,0,110,0,No,425K
432937,4,2.5,2.0,1834,2318,1920,2013,103,10,Yes,425K
450697,5,3.0,2.5,1887,2355,1927,0,96,0,No,450K
468457,2,1.0,1.0,1940,1215,1934,0,89,0,No,475K
486217,3,1.5,1.5,1993,1252,1941,0,82,0,No,475K
503977,4,2.0,2.0,2046,1289,1948,0,75,0,No,500K
521737,5,2.25,2.5,2099,1326,1955,0,68,0,No,525K
539497,2,2.5,1.0,2152,1363,1962,0,61,0,No,550K
557257,3,3.0,1.5,2205,1400,1969,1985,54,38,Yes,550K
575017,4,1.0,2.0,2258,1437,1976,0,47,0,No,575K
592777,5,1.5,2.5,2311,1474,1983,0,40,0,No,600K
610537,2,2.0,1.0,2364,1511,1990,0,33,0,No,600K
628297,3,2.25,1.5,2417,1548,1997,0,26,0,No,625K
646057,4,2.5,2.0,2470,1585,2004,0,19,0,No,625K
663817,5,3.0,2.5,2523,1622,2011,0,12,0,No,625K
681577,2,1.0,1.0,2576,1659,1905,1992,118,31,Yes,625K
699337,3,1.5,1.5,2629,1696,1912,0,111,0,No,625K
717097,4,2.0,2.0,2682,1733,1919,0,104,0,No,625K
734857,5,2.25,2.5,2735,1770,1926,0,97,0,No,625K
272137,2,2.5,1.0,2788,1807,1933,0,90,0,No,275K
289897,3,3.0,1.5,2841,1844,1940,0,83,0,No,300K
307657,4,1.0,2.0,2894,1881,1947,0,76,0,No,300K
325417,5,1.5,2.5,2947,1918,1954,1999,69,24,Yes,325K
343177,2,2.0,1.0,3000,1955,1961,0,62,0,No,350K
360937,3,2.25,1.5,3053,1992,1968,0,55,0,No,350K
378697,4,2.5,2.0,3106,2029,1975,0,48,0,No,375K
396457,5,3.0,2.5,3159,2066,1982,0,41,0,No,400K
414217,2,1.0,1.0,3212,2103,1989,0,34,0,No,425K
431977,3,1.5,1.5,3265,2140,1996,0,27,0,No,425K
449737,4,2.0,2.0,3318,2177,2003,2006,20,17,Yes,450K
467497,5,2.25,2.5,3371,2214,2010,0,13,0,No,475K
485257,2,2.5,1.0,3424,2251,2017,0,6,0,No,475K
503017,3,3.0,1.5,3477,2288,1911,0,112,0,No,500K
520777,4,1.0,2.0,3530,2325,1918,0,105,0,No,525K
538537,5,1.5,2.5,3583,2362,1925,0,98,0,No,550K
556297,2,2.0,1.0,3636,1222,1932,0,91,0,No,550K
574057,3,2.25,1.5,3689,1259,1939,2013,84,10,Yes,575K
591817,4,2.5,2.0,3742,1296,1946,0,77,0,No,600K
609577,5,3.0,2.5,3795,1333,1953,0,70,0,No,600K
627337,2,1.0,1.0,3848,1370,1960,0,63,0,No,625K
645097,3,1.5,1.5,3901,1407,1967,0,56,0,No,625K
662857,4,2.0,2.0,3954,1444,1974,0,49,0,No,625K
680617,5,2.25,2.5,4007,1481,1981,0,42,0,No,625K
698377,2,2.5,1.0,4060,1518,1988,1985,35,38,Yes,625K
716137,3,3.0,1.5,4113,1555,1995,0,28,0,No,625K
733897,4,1.0,2.0,4166,1592,2002,0,21,0,No,625K
751657,5,1.5,2.5,4219,1629,2009,0,14,0,No,625K
288937,2,2.0,1.0,4272,1666,2016,0,7,0,No,300K
306697,3,2.25,1.5,4325,1703,1910,0,113,0,No,300K
324457,4,2.5,2.0,4378,1740,1917,0,106,0,No,325K
342217,5,3.0,2.5,4431,1777,1924,1992,99,31,Yes,350K
359977,2,1.0,1.0,4484,1814,1931,0,92,0,No,350K
377737,3,1.5,1.5,4537,1851,1938,0,85,0,No,375K
395497,4,2.0,2.0,4590,1888,1945,0,78,0,No,400K
413257,5,2.25,2.5,4643,1925,1952,0,71,0,No,425K
431017,2,2.5,1.0,4696,1962,1959,0,64,0,No,425K
448777,3,3.0,1.5,4749,1999,1966,0,57,0,No,450K
466537,4,1.0,2.0,4802,2036,1973,1999,50,24,Yes,475K
484297,5,1.5,2.5,4855,2073,1980,0,43,0,No,475K
502057,2,2.0,1.0,4908,2110,1987,0,36,0,No,500K
519817,3,2.25,1.5,4961,2147,1994,0,29,0,No,525K
537577,4,2.5,2.0,5014,2184,2001,0,22,0,No,550K
555337,5,3.0,2.5,5067,2221,2008,0,15,0,No,550K
573097,2,1.0,1.0,5120,2258,2015,0,8,0,No,575K
590857,3,1.5,1.5,5173,2295,1909,2006,114,17,Yes,600K
608617,4,2.0,2.0,5226,2332,1916,0,107,0,No,600K
626377,5,2.25,2.5,5279,2369,1923,0,100,0,No,625K
644137,2,2.5,1.0,5332,1229,1930,0,93,0,No,625K
661897,3,3.0,1.5,5385,1266,1937,0,86,0,No,625K
679657,4,1.0,2.0,5438,1303,1944,0,79,0,No,625K
697417,5,1.5,2.5,5491,1340,1951,0,72,0,No,625K
715177,2,2.0,1.0,944,1377,1958,2013,65,10,Yes,625K
732937,3,2.25,1.5,997,1414,1965,0,58,0,No,625K
750697,4,2.5,2.0,1050,1451,1972,0,51,0,No,625K
287977,5,3.0,2.5,1103,1488,1979,0,44,0,No,300K
305737,2,1.0,1.0,1156,1525,1986,0,37,0,No,300K
323497,3,1.5,1.5,1209,1562,1993,0,30,0,No,325K
341257,4,2.0,2.0,1262,1599,2000,0,23,0,No,350K
359017,5,2.25,2.5,1315,1636,2007,1985,16,38,Yes,350K
376777,2,2.5,1.0,1368,1673,2014,0,9,0,No,375K
394537,3,3.0,1.5,1421,1710,1908,0,115,0,No,400K
412297,4,1.0,2.0,1474,1747,1915,0,108,0,No,400K
430057,5,1.5,2.5,1527,1784,1922,0,101,0,No,425K
447817,2,2.0,1.0,1580,1821,1929,0,94,0,No,450K
465577,3,2.25,1.5,1633,1858,1936,0,87,0,No,475K
483337,4,2.5,2.0,1686,1895,1943,1992,80,31,Yes,475K
501097,5,3.0,2.5,1739,1932,1950,0,73,0,No,500K
518857,2,1.0,1.0,1792,1969,1957,0,66,0,No,525K
536617,3,1.5,1.5,1845,2006,1964,0,59,0,No,525K
554377,4,2.0,2.0,1898,2043,1971,0,52,0,No,550K
572137,5,2.25,2.5,1951,2080,1978,0,45,0,No,575K
589897,2,2.5,1.0,2004,2117,1985,0,38,0,No,600K
607657,3,3.0,1.5,2057,2154,1992,1999,31,24,Yes,600K
625417,4,1.0,2.0,2110,2191,1999,0,24,0,No,625K
643177,5,1.5,2.5,2163,2228,2006,0,17,0,No,625K
660937,2,2.0,1.0,2216,2265,2013,0,10,0,No,625K
678697,3,2.25,1.5,2269,2302,1907,0,116,0,No,625K
696457,4,2.5,2.0,2322,2339,1914,0,109,0,No,625K
714217,5,3.0,2.5,2375,2376,1921,0,102,0,No,625K
731977,2,1.0,1.0,2428,1236,1928,2006,95,17,Yes,625K
749737,3,1.5,1.5,2481,1273,1935,0,88,0,No,625K
287017,4,2.0,2.0,2534,1310,1942,0,81,0,No,275K
304777,5,2.25,2.5,2587,1347,1949,0,74,0,No,300K
322537,2,2.5,1.0,2640,1384,1956,0,67,0,No,325K
340297,3,3.0,1.5,2693,1421,1963,0,60,0,No,350K
358057,4,1.0,2.0,2746,1458,1970,0,53,0,No,350K
375817,5,1.5,2.5,2799,1495,1977,2013,46,10,Yes,375K
393577,2,2.0,1.0,2852,1532,1984,0,39,0,No,400K
411337,3,2.25,1.5,2905,1569,1991,0,32,0,No,400K
429097,4,2.5,2.0,2958,1606,1998,0,25,0,No,425K
446857,5,3.0,2.5,3011,1643,2005,0,18,0,No,450K
464617,2,1.0,1.0,3064,1680,2012,0,11,0,No,475K
482377,3,1.5,1.5,3117,1717,1906,0,117,0,No,475K
500137,4,2.0,2.0,3170,1754,1913,1985,110,38,Yes,500K
517897,5,2.25,2.5,3223,1791,1920,0,103,0,No,525K
535657,2,2.5,1.0,3276,1828,1927,0,96,0,No,525K
553417,3,3.0,1.5,3329,1865,1934,0,89,0,No,550K
571177,4,1.0,2.0,3382,1902,1941,0,82,0,No,575K
588937,5,1.5,2.5,3435,1939,1948,0,75,0,No,600K
606697,2,2.0,1.0,3488,1976,1955,0,68,0,No,600K
624457,3,2.25,1.5,3541,2013,1962,1992,61,31,Yes,625K
642217,4,2.5,2.0,3594,2050,1969,0,54,0,No,625K
659977,5,3.0,2.5,3647,2087,1976,0,47,0,No,625K
677737,2,1.0,1.0,3700,2124,1983,0,40,0,No,625K
695497,3,1.5,1.5,3753,2161,1990,0,33,0,No,625K
713257,4,2.0,2.0,3806,2198,1997,0,26,0,No,625K
731017,5,2.25,2.5,3859,2235,2004,0,19,0,No,625K
748777,2,2.5,1.0,3912,2272,2011,1999,12,24,Yes,625K
286057,3,3.0,1.5,3965,2309,1905,0,118,0,No,275K
303817,4,1.0,2.0,4018,2346,1912,0,111,0,No,300K
321577,5,1.5,2.5,4071,1206,1919,0,104,0,No,325K
339337,2,2.0,1.0,4124,1243,1926,0,97,0,No,350K
357097,3,2.25,1.5,4177,1280,1933,0,90,0,No,350K
374857,4,2.5,2.0,4230,1317,1940,0,83,0,No,375K
392617,5,3.0,2.5,4283,1354,1947,2006,76,17,Yes,400K
410377,2,1.0,1.0,4336,1391,1954,0,69,0,No,400K
428137,3,1.5,1.5,4389,1428,1961,0,62,0,No,425K
445897,4,2.0,2.0,4442,1465,1968,0,55,0,No,450K
463657,5,2.25,2.5,4495,1502,1975,0,48,0,No,475K
481417,2,2.5,1.0,4548,1539,1982,0,41,0,No,475K
499177,3,3.0,1.5,4601,1576,1989,0,34,0,No,500K
516937,4,1.0,2.0,4654,1613,1996,2013,27,10,Yes,525K
534697,5,1.5,2.5,4707,1650,2003,0,20,0,No,525K
552457,2,2.0,1.0,4760,1687,2010,0,13,0,No,550K
570217,3,2.25,1.5,4813,1724,2017,0,6,0,No,575K
587977,4,2.5,2.0,4866,1761,1911,0,112,0,No,600K
605737,5,3.0,2.5,4919,1798,1918,0,105,0,No,600K
623497,2,1.0,1.0,4972,1835,1925,0,98,0,No,625K
641257,3,1.5,1.5,5025,1872,1932,1985,91,38,Yes,625K
659017,4,2.0,2.0,5078,1909,1939,0,84,0,No,625K
676777,5,2.25,2.5,5131,1946,1946,0,77,0,No,625K
694537,2,2.5,1.0,5184,1983,1953,0,70,0,No,625K
712297,3,3.0,1.5,5237,2020,1960,0,63,0,No,625K
730057,4,1.0,2.0,5290,2057,1967,0,56,0,No,625K
747817,5,1.5,2.5,5343,2094,1974,0,49,0,No,625K
285097,2,2.0,1.0,5396,2131,1981,1992,42,31,Yes,275K
302857,3,2.25,1.5,5449,2168,1988,0,35,0,No,300K
320617,4,2.5,2.0,902,2205,1995,0,28,0,No,325K
338377,5,3.0,2.5,955,2242,2002,0,21,0,No,350K
356137,2,1.0,1.0,1008,2279,2009,0,14,0,No,350K
373897,3,1.5,1.5,1061,2316,2016,0,7,0,No,375K
391657,4,2.0,2.0,1114,2353,1910,0,113,0,No,400K
409417,5,2.25,2.5,1167,1213,1917,1999,106,24,Yes,400K
427177,2,2.5,1.0,1220,1250,1924,0,99,0,No,425K
444937,3,3.0,1.5,1273,1287,1931,0,92,0,No,450K
462697,4,1.0,2.0,1326,1324,1938,0,85,0,No,475K
480457,5,1.5,2.5,1379,1361,1945,0,78,0,No,475K
498217,2,2.0,1.0,1432,1398,1952,0,71,0,No,500K
515977,3,2.25,1.5,1485,1435,1959,0,64,0,No,525K
533737,4,2.5,2.0,1538,1472,1966,2006,57,17,Yes,525K
551497,5,3.0,2.5,1591,1509,1973,0,50,0,No,550K
569257,2,1.0,1.0,1644,1546,1980,0,43,0,No,575K
587017,3,1.5,1.5,1697,1583,1987,0,36,0,No,575K
604777,4,2.0,2.0,1750,1620,1994,0,29,0,No,600K
622537,5,2.25,2.5,1803,1657,2001,0,22,0,No,625K
640297,2,2.5,1.0,1856,1694,2008,0,15,0,No,625K
658057,3,3.0,1.5,1909,1731,2015,2013,8,10,Yes,625K
675817,4,1.0,2.0,1962,1768,1909,0,114,0,No,625K
693577,5,1.5,2.5,2015,1805,1916,0,107,0,No,625K
711337,2,2.0,1.0,2068,1842,1923,0,100,0,No,625K
729097,3,2.25,1.5,2121,1879,1930,0,93,0,No,625K
746857,4,2.5,2.0,2174,1916,1937,0,86,0,No,625K
284137,5,3.0,2.5,2227,1953,1944,0,79,0,No,275K
301897,2,1.0,1.0,2280,1990,1951,1985,72,38,Yes,300K
319657,3,1.5,1.5,2333,2027,1958,0,65,0,No,325K
337417,4,2.0,2.0,2386,2064,1965,0,58,0,No,325K
355177,5,2.25,2.5,2439,2101,1972,0,51,0,No,350K
372937,2,2.5,1.0,2492,2138,1979,0,44,0,No,375K
390697,3,3.0,1.5,2545,2175,1986,0,37,0,No,400K
408457,4,1.0,2.0,2598,2212,1993,0,30,0,No,400K
426217,5,1.5,2.5,2651,2249,2000,1992,23,31,Yes,425K
443977,2,2.0,1.0,2704,2286,2007,0,16,0,No,450K
461737,3,2.25,1.5,2757,2323,2014,0,9,0,No,450K
479497,4,2.5,2.0,2810,2360,1908,0,115,0,No,475K
497257,5,3.0,2.5,2863,1220,1915,0,108,0,No,500K
515017,2,1.0,1.0,2916,1257,1922,0,101,0,No,525K
532777,3,1.5,1.5,2969,1294,1929,0,94,0,No,525K
550537,4,2.0,2.0,3022,1331,1936,1999,87,24,Yes,550K
568297,5,2.25,2.5,3075,1368,1943,0,80,0,No,575K
586057,2,2.5,1.0,3128,1405,1950,0,73,0,No,575K
603817,3,3.0,1.5,3181,1442,1957,0,66,0,No,600K
621577,4,1.0,2.0,3234,1479,1964,0,59,0,No,625K
639337,5,1.5,2.5,3287,1516,1971,0,52,0,No,625K
657097,2,2.0,1.0,3340,1553,1978,0,45,0,No,625K
674857,3,2.25,1.5,3393,1590,1985,2006,38,17,Yes,625K
692617,4,2.5,2.0,3446,1627,1992,0,31,0,No,625K
710377,5,3.0,2.5,3499,1664,1999,0,24,0,No,625K
728137,2,1.0,1.0,3552,1701,2006,0,17,0,No,625K
745897,3,1.5,1.5,3605,1738,2013,0,10,0,No,625K
283177,4,2.0,2.0,3658,1775,1907,0,116,0,No,275K
300937,5,2.25,2.5,3711,1812,1914,0,109,0,No,300K
318697,2,2.5,1.0,3764,1849,1921,2013,102,10,Yes,325K
336457,3,3.0,1.5,3817,1886,1928,0,95,0,No,325K
354217,4,1.0,2.0,3870,1923,1935,0,88,0,No,350K
371977,5,1.5,2.5,3923,1960,1942,0,81,0,No,375K
389737,2,2.0,1.0,3976,1997,1949,0,74,0,No,400K
407497,3,2.25,1.5,4029,2034,1956,0,67,0,No,400K
425257,4,2.5,2.0,4082,2071,1963,0,60,0,No,425K
443017,5,3.0,2.5,4135,2108,1970,1985,53,38,Yes,450K
460777,2,1.0,1.0,4188,2145,1977,0,46,0,No,450K
478537,3,1.5,1.5,4241,2182,1984,0,39,0,No,475K
496297,4,2.0,2.0,4294,2219,1991,0,32,0,No,500K
514057,5,2.25,2.5,4347,2256,1998,0,25,0,No,525K
531817,2,2.5,1.0,4400,2293,2005,0,18,0,No,525K
549577,3,3.0,1.5,4453,2330,2012,0,11,0,No,550K
567337,4,1.0,2.0,4506,2367,1906,1992,117,31,Yes,575K
585097,5,1.5,2.5,4559,1227,1913,0,110,0,No,575K
602857,2,2.0,1.0,4612,1264,1920,0,103,0,No,600K
620617,3,2.25,1.5,4665,1301,1927,0,96,0,No,625K
638377,4,2.5,2.0,4718,1338,1934,0,89,0,No,625K
656137,5,3.0,2.5,4771,1375,1941,0,82,0,No,625K
673897,2,1.0,1.0,4824,1412,1948,0,75,0,No,625K
691657,3,1.5,1.5,4877,1449,1955,1999,68,24,Yes,625K
709417,4,2.0,2.0,4930,1486,1962,0,61,0,No,625K
727177,5,2.25,2.5,4983,1523,1969,0,54,0,No,625K
744937,2,2.5,1.0,5036,1560,1976,0,47,0,No,625K
282217,3,3.0,1.5,5089,1597,1983,0,40,0,No,275K
299977,4,1.0,2.0,5142,1634,1990,0,33,0,No,300K
317737,5,1.5,2.5,5195,1671,1997,0,26,0,No,325K
335497,2,2.0,1.0,5248,1708,2004,2006,19,17,Yes,325K
353257,3,2.25,1.5,5301,1745,2011,0,12,0,No,350K
371017,4,2.5,2.0,5354,1782,1905,0,118,0,No,375K
388777,5,3.0,2.5,5407,1819,1912,0,111,0,No,400K
406537,2,1.0,1.0,5460,1856,1919,0,104,0,No,400K
424297,3,1.5,1.5,913,1893,1926,0,97,0,No,425K
442057,4,2.0,2.0,966,1930,1933,0,90,0,No,450K
459817,5,2.25,2.5,1019,1967,1940,2013,83,10,Yes,450K
477577,2,2.5,1.0,1072,2004,1947,0,76,0,No,475K
495337,3,3.0,1.5,1125,2041,1954,0,69,0,No,500K
513097,4,1.0,2.0,1178,2078,1961,0,62,0,No,525K
530857,5,1.5,2.5,1231,2115,1968,0,55,0,No,525K
548617,2,2.0,1.0,1284,2152,1975,0,48,0,No,550K
566377,3,2.25,1.5,1337,2189,1982,0,41,0,No,575K
584137,4,2.5,2.0,1390,2226,1989,1985,34,38,Yes,575K
601897,5,3.0,2.5,1443,2263,1996,0,27,0,No,600K
619657,2,1.0,1.0,1496,2300,2003,0,20,0,No,625K
637417,3,1.5,1.5,1549,2337,2010,0,13,0,No,625K
655177,4,2.0,2.0,1602,2374,2017,0,6,0,No,625K
672937,5,2.25,2.5,1655,1234,1911,0,112,0,No,625K
690697,2,2.5,1.0,1708,1271,1918,0,105,0,No,625K
708457,3,3.0,1.5,1761,1308,1925,1992,98,31,Yes,625K
726217,4,1.0,2.0,1814,1345,1932,0,91,0,No,625K
743977,5,1.5,2.5,1867,1382,1939,0,84,0,No,625K
281257,2,2.0,1.0,1920,1419,1946,0,77,0,No,275K
299017,3,2.25,1.5,1973,1456,1953,0,70,0,No,300K
316777,4,2.5,2.0,2026,1493,1960,0,63,0,No,325K
334537,5,3.0,2.5,2079,1530,1967,0,56,0,No,325K
352297,2,1.0,1.0,2132,1567,1974,1999,49,24,Yes,350K
370057,3,1.5,1.5,2185,1604,1981,0,42,0,No,375K
387817,4,2.0,2.0,2238,1641,1988,0,35,0,No,400K
405577,5,2.25,2.5,2291,1678,1995,0,28,0,No,400K
423337,2,2.5,1.0,2344,1715,2002,0,21,0,No,425K
441097,3,3.0,1.5,2397,1752,2009,0,14,0,No,450K
458857,4,1.0,2.0,2450,1789,2016,0,7,0,No,450K
476617,5,1.5,2.5,2503,1826,1910,2006,113,17,Yes,475K
494377,2,2.0,1.0,2556,1863,1917,0,106,0,No,500K
512137,3,2.25,1.5,2609,1900,1924,0,99,0,No,500K
529897,4,2.5,2.0,2662,1937,1931,0,92,0,No,525K
547657,5,3.0,2.5,2715,1974,1938,0,85,0,No,550K
565417,2,1.0,1.0,2768,2011,1945,0,78,0,No,575K
583177,3,1.5,1.5,2821,2048,1952,0,71,0,No,575K
600937,4,2.0,2.0,2874,2085,1959,2013,64,10,Yes,600K
618697,5,2.25,2.5,2927,2122,1966,0,57,0,No,625K
636457,2,2.5,1.0,2980,2159,1973,0,50,0,No,625K
654217,3,3.0,1.5,3033,2196,1980,0,43,0,No,625K
671977,4,1.0,2.0,3086,2233,1987,0,36,0,No,625K
689737,5,1.5,2.5,3139,2270,1994,0,29,0,No,625K
707497,2,2.0,1.0,3192,2307,2001,0,22,0,No,625K
725257,3,2.25,1.5,3245,2344,2008,1985,15,38,Yes,625K
743017,4,2.5,2.0,3298,1204,2015,0,8,0,No,625K
280297,5,3.0,2.5,3351,1241,1909,0,114,0,No,275K
298057,2,1.0,1.0,3404,1278,1916,0,107,0,No,300K
315817,3,1.5,1.5,3457,1315,1923,0,100,0,No,325K
333577,4,2.0,2.0,3510,1352,1930,0,93,0,No,325K
351337,5,2.25,2.5,3563,1389,1937,0,86,0,No,350K
369097,2,2.5,1.0,3616,1426,1944,1992,79,31,Yes,375K
386857,3,3.0,1.5,3669,1463,1951,0,72,0,No,375K
404617,4,1.0,2.0,3722,1500,1958,0,65,0,No,400K
422377,5,1.5,2.5,3775,1537,1965,0,58,0,No,425K
440137,2,2.0,1.0,3828,1574,1972,0,51,0,No,450K
457897,3,2.25,1.5,3881,1611,1979,0,44,0,No,450K
475657,4,2.5,2.0,3934,1648,1986,0,37,0,No,475K
493417,5,3.0,2.5,3987,1685,1993,1999,30,24,Yes,500K
511177,2,1.0,1.0,4040,1722,2000,0,23,0,No,500K
528937,3,1.5,1.5,4093,1759,2007,0,16,0,No,525K
546697,4,2.0,2.0,4146,1796,2014,0,9,0,No,550K
564457,5,2.25,2.5,4199,1833,1908,0,115,0,No,575K
582217,2,2.5,1.0,4252,1870,1915,0,108,0,No,575K
599977,3,3.0,1.5,4305,1907,1922,0,101,0,No,600K
617737,4,1.0,2.0,4358,1944,1929,2006,94,17,Yes,625K
635497,5,1.5,2.5,4411,1981,1936,0,87,0,No,625K
653257,2,2.0,1.0,4464,2018,1943,0,80,0,No,625K
671017,3,2.25,1.5,4517,2055,1950,0,73,0,No,625K
688777,4,2.5,2.0,4570,2092,1957,0,66,0,No,625K
706537,5,3.0,2.5,4623,2129,1964,0,59,0,No,625K
724297,2,1.0,1.0,4676,2166,1971,0,52,0,No,625K
742057,3,1.5,1.5,4729,2203,1978,2013,45,10,Yes,625K
279337,4,2.0,2.0,4782,2240,1985,0,38,0,No,275K
297097,5,2.25,2.5,4835,2277,1992,0,31,0,No,300K
314857,2,2.5,1.0,4888,2314,1999,0,24,0,No,325K
332617,3,3.0,1.5,4941,2351,2006,0,17,0,No,325K
350377,4,1.0,2.0,4994,1211,2013,0,10,0,No,350K
368137,5,1.5,2.5,5047,1248,1907,0,116,0,No,375K
385897,2,2.0,1.0,5100,1285,1914,1985,109,38,Yes,375K
403657,3,2.25,1.5,5153,1322,1921,0,102,0,No,400K
421417,4,2.5,2.0,5206,1359,1928,0,95,0,No,425K
439177,5,3.0,2.5,5259,1396,1935,0,88,0,No,450K
456937,2,1.0,1.0,5312,1433,1942,0,81,0,No,450K
474697,3,1.5,1.5,5365,1470,1949,0,74,0,No,475K
492457,4,2.0,2.0,5418,1507,1956,0,67,0,No,500K
510217,5,2.25,2.5,5471,1544,1963,1992,60,31,Yes,500K
527977,2,2.5,1.0,924,1581,1970,0,53,0,No,525K
545737,3,3.0,1.5,977,1618,1977,0,46,0,No,550K
563497,4,1.0,2.0,1030,1655,1984,0,39,0,No,575K
581257,5,1.5,2.5,1083,1692,1991,0,32,0,No,575K
599017,2,2.0,1.0,1136,1729,1998,0,25,0,No,600K
616777,3,2.25,1.5,1189,1766,2005,0,18,0,No,625K
634537,4,2.5,2.0,1242,1803,2012,1999,11,24,Yes,625K
652297,5,3.0,2.5,1295,1840,1906,0,117,0,No,625K
670057,2,1.0,1.0,1348,1877,1913,0,110,0,No,625K
687817,3,1.5,1.5,1401,1914,1920,0,103,0,No,625K
705577,4,2.0,2.0,1454,1951,1927,0,96,0,No,625K
723337,5,2.25,2.5,1507,1988,1934,0,89,0,No,625K
741097,2,2.5,1.0,1560,2025,1941,0,82,0,No,625K
278377,3,3.0,1.5,1613,2062,1948,2006,75,17,Yes,275K
296137,4,1.0,2.0,1666,2099,1955,0,68,0,No,300K
313897,5,1.5,2.5,1719,2136,1962,0,61,0,No,325K
331657,2,2.0,1.0,1772,2173,1969,0,54,0,No,325K
349417,3,2.25,1.5,1825,2210,1976,0,47,0,No,350K
367177,4,2.5,2.0,1878,2247,1983,0,40,0,No,375K
384937,5,3.0,2.5,1931,2284,1990,0,33,0,No,375K
402697,2,1.0,1.0,1984,2321,1997,2013,26,10,Yes,400K
420457,3,1.5,1.5,2037,2358,2004,0,19,0,No,425K
438217,4,2.0,2.0,2090,1218,2011,0,12,0,No,450K
455977,5,2.25,2.5,2143,1255,1905,0,118,0,No,450K
473737,2,2.5,1.0,2196,1292,1912,0,111,0,No,475K
491497,3,3.0,1.5,2249,1329,1919,0,104,0,No,500K
509257,4,1.0,2.0,2302,1366,1926,0,97,0,No,500K
527017,5,1.5,2.5,2355,1403,1933,1985,90,38,Yes,525K
544777,2,2.0,1.0,2408,1440,1940,0,83,0,No,550K
562537,3,2.25,1.5,2461,1477,1947,0,76,0,No,575K
580297,4,2.5,2.0,2514,1514,1954,0,69,0,No,575K
598057,5,3.0,2.5,2567,1551,1961,0,62,0,No,600K
615817,2,1.0,1.0,2620,1588,1968,0,55,0,No,625K
633577,3,1.5,1.5,2673,1625,1975,0,48,0,No,625K
651337,4,2.0,2.0,2726,1662,1982,1992,41,31,Yes,625K
669097,5,2.25,2.5,2779,1699,1989,0,34,0,No,625K
686857,2,2.5,1.0,2832,1736,1996,0,27,0,No,625K
704617,3,3.0,1.5,2885,1773,2003,0,20,0,No,625K
722377,4,1.0,2.0,2938,1810,2010,0,13,0,No,625K
740137,5,1.5,2.5,2991,1847,2017,0,6,0,No,625K
277417,2,2.0,1.0,3044,1884,1911,0,112,0,No,275K
295177,3,2.25,1.5,3097,1921,1918,1999,105,24,Yes,300K
312937,4,2.5,2.0,3150,1958,1925,0,98,0,No,325K
330697,5,3.0,2.5,3203,1995,1932,0,91,0,No,325K
348457,2,1.0,1.0,3256,2032,1939,0,84,0,No,350K
366217,3,1.5,1.5,3309,2069,1946,0,77,0,No,375K
383977,4,2.0,2.0,3362,2106,1953,0,70,0,No,375K
401737,5,2.25,2.5,3415,2143,1960,0,63,0,No,400K
419497,2,2.5,1.0,3468,2180,1967,2006,56,17,Yes,425K
437257,3,3.0,1.5,3521,2217,1974,0,49,0,No,425K
455017,4,1.0,2.0,3574,2254,1981,0,42,0,No,450K
472777,5,1.5,2.5,3627,2291,1988,0,35,0,No,475K
490537,2,2.0,1.0,3680,2328,1995,0,28,0,No,500K
508297,3,2.25,1.5,3733,2365,2002,0,21,0,No,500K
526057,4,2.5,2.0,3786,1225,2009,0,14,0,No,525K
543817,5,3.0,2.5,3839,1262,2016,2013,7,10,Yes,550K
561577,2,1.0,1.0,3892,1299,1910,0,113,0,No,550K
579337,3,1.5,1.5,3945,1336,1917,0,106,0,No,575K
597097,4,2.0,2.0,3998,1373,1924,0,99,0,No,600K
614857,5,2.25,2.5,4051,1410,1931,0,92,0,No,625K
632617,2,2.5,1.0,4104,1447,1938,0,85,0,No,625K
650377,3,3.0,1.5,4157,1484,1945,0,78,0,No,625K
